"Poster chính thức phim ""Mùa Hoa Lặng"" hé lộ tạo hình nhân vật","Tạo hình nhân vật trong ""Mùa Hoa Lặng"" gây chú ý sau khi poster ra mắt"
"Trailer mới của phim hành động ""Đêm Không Ngủ"" tung cảnh rượt đuổi","""Đêm Không Ngủ"" hé lộ trailer rượt đuổi mãn nhãn, khán giả mong chờ"
Ca sĩ X xác nhận comeback với mini-album mang màu sắc R&B,Mini-album R&B của Ca sĩ X: ngày phát hành và tracklist lộ diện
"Liveshow ""Đêm Ánh Sao"" hoãn vì lý do sức khỏe nghệ sĩ","Liveshow ""Đêm Ánh Sao"" tạm hoãn, BTC thông báo lịch mới trong tuần"
Diễn viên Y tiết lộ hậu trường cảnh tình cảm trong phim mới,Hậu trường cảnh tình cảm của Y trên phim trường khiến fan thích thú
Bộ ba MC nổi tiếng làm host chương trình truyền hình thực tế mới,"MC A, B, C dẫn dắt show thực tế mới: format và khách mời đầu tiên"
Nhiều nghệ sĩ tham gia đêm nhạc từ thiện gây quỹ cho trẻ em,Đêm nhạc gây quỹ: dàn nghệ sĩ góp mặt và thông tin vé ủng hộ
"Phim truyền hình ""Gia Đình Mới"" công bố dàn diễn viên chính","Dàn diễn viên chính ""Gia Đình Mới"" được công bố, khán giả bàn tán"
MV mới của nhóm Z đạt triệu view sau 24 giờ phát hành,Nhóm Z cán mốc triệu view nhanh: fan chia sẻ lý do yêu thích MV
Phỏng vấn độc quyền: đạo diễn tiết lộ lý do chọn bối cảnh ngoại ô,Đạo diễn chia sẻ về bối cảnh ngoại ô trong dự án điện ảnh mới
Nghệ sĩ trẻ lần đầu thử sức với vai phản diện trong phim điện ảnh,Vai phản diện đầu tay của nghệ sĩ trẻ gây bất ngờ cho khán giả
Hậu trường buổi ghi hình talkshow: sao A tiết lộ vụ cười bất ngờ,Buổi ghi hình talkshow có khoảnh khắc hài hước khiến ekip bật cười
"Số lượng vé buổi ra mắt phim ""Ngày Mưa"" bán hết sau vài giờ","""Ngày Mưa"" cháy vé buổi công chiếu đầu tiên, rạp tăng suất chiếu"
Fanmeeting online của diễn viên B thu hút hàng chục nghìn người xem,"Fanmeeting trực tuyến: bảo mật, quà tặng và tương tác cùng nghệ sĩ B"
Série hậu trường: ê-kíp chia sẻ quá trình chuẩn bị phục trang,"Ê-kíp phim ""Ký ức Mùa Hè"" bật mí bí quyết chuẩn bị trang phục"
Nữ ca sĩ đổi phong cách: từ ballad sang pop năng động trong MV mới,"Phong cách mới của nữ ca sĩ được netizen khen tươi trẻ, khác lạ"
Liên hoan phim địa phương công bố danh sách phim tranh giải,Danh sách tranh giải Liên hoan phim: những cái tên được chú ý
