Google giới thiệu mô hình AI mới tăng tốc xử lý ngôn ngữ,Google ra mắt mô hình AI thế hệ mới cải thiện xử lý tiếng Việt
Nghiên cứu mới về pin thể rắn hứa hẹn an toàn hơn,Pin thể rắn tiến gần thương mại hóa: phân tích chuyên gia
Việt Nam thử nghiệm mạng 6G: những điều cần biết,Thử nghiệm 6G tại Việt Nam: tốc độ và tiềm năng ứng dụng
Startup Việt phát triển chip AI chuyên dụng cho IoT,Chip AI dành cho thiết bị IoT do startup Việt chế tạo
Phát hiện exoplanet mới nhờ kỹ thuật học máy,Học máy giúp phát hiện hành tinh ngoài hệ Mặt Trời mới
Apple cập nhật chính sách quyền riêng tư trên iOS,iOS cập nhật bảo mật: thay đổi về quyền riêng tư người dùng
Robot phẫu thuật thế hệ mới được thử nghiệm lâm sàng,Thiết bị robot y tế mới hoàn tất thử nghiệm lâm sàng
Công nghệ lượng tử: tiến bộ trong ghép nối qubit,Nghiên cứu ghép nối qubit mở đường cho máy tính lượng tử
Dự án vệ tinh quan sát trái đất của trường đại học A,Vệ tinh quan sát của ĐH A cung cấp ảnh độ phân giải cao
Công nghệ in 3D tạo xương nhân tạo từ vật liệu sinh học,In 3D mô xương sinh học: bước tiến trong y học tái tạo
Khai thác edge computing cho thành phố thông minh,Thành phố thông minh ứng dụng edge computing để tối ưu năng lượng
Bảo mật IoT: lỗ hổng mới ảnh hưởng hàng triệu camera,Lỗ hổng IoT khiến camera an ninh bị tấn công quy mô lớn
Công nghệ pin tái chế: thu hồi lithium từ ắc quy cũ,Quy trình tái chế pin thu hồi lithium hiệu quả hơn
Nghiên cứu CRISPR mới giảm rủi ro đột biến ngoài ý muốn,Kỹ thuật chỉnh sửa gen CRISPR bản nâng cấp an toàn hơn
Công ty A giới thiệu camera đủ sắc nét cho giám sát giao thông,Camera giám sát giao thông thế hệ mới cho hình ảnh nét hơn
Ứng dụng blockchain trong chuỗi cung ứng dược phẩm,Blockchain giúp truy xuất nguồn gốc thuốc: thí điểm thành công
Mạng vệ tinh internet: thử nghiệm phủ sóng vùng núi,Thử nghiệm mạng vệ tinh cung cấp internet cho vùng hẻo lánh
Phát triển vật liệu nano siêu bền cho pin đời mới,Vật liệu nano cải thiện độ bền và mật độ năng lượng pin
Hệ thống AI phát hiện ung thư giai đoạn sớm qua ảnh y khoa,AI chẩn đoán ung thư sớm từ ảnh X-quang: kết quả nghiên cứu
Bổ sung năng lượng tái tạo cho trung tâm dữ liệu xanh,"Trung tâm dữ liệu ""xanh"" tích hợp năng lượng tái tạo hiệu quả"
Ứng dụng thực tế ảo hỗ trợ giảng dạy STEM cho học sinh,VR trong giáo dục: trải nghiệm STEM tương tác cho học sinh
Công nghệ cảm biến sinh học phát hiện COVID nhanh tại chỗ,Cảm biến sinh học xét nghiệm nhanh COVID không cần phòng lab
AI tối ưu hoá tiêu thụ năng lượng cho tòa nhà văn phòng,Hệ thống AI điều chỉnh tiêu thụ năng lượng tòa nhà theo thời tiết
Công bố kỹ thuật mới giảm nhiễu trên chip bán dẫn,Giảm nhiễu tín hiệu trên chip: bước tiến trong bán dẫn
Dự án robot giao hàng trong khuôn viên trường đại học,Robot giao hàng thử nghiệm trong khuôn viên ĐH: đánh giá ban đầu
Nâng cấp hệ thống an ninh mạng cho bệnh viện công,Bệnh viện công nâng cấp bảo mật mạng sau loạt tấn công
Ô tô tự hành thử nghiệm trên đường đô thị: kết quả ban đầu,Thử nghiệm xe tự lái trong đô thị: an toàn và phản hồi
Phân tích dữ liệu lớn giúp dự đoán thiên tai sớm hơn,Big Data ứng dụng trong dự báo thiên tai: tăng độ chính xác
Hệ thống pin mặt trời nổi đạt hiệu suất cải tiến,Pin mặt trời nổi: giải pháp năng lượng cho hồ chứa và đập
Startup công nghệ phát triển nền tảng telemedicine toàn quốc,Ứng dụng telemedicine kết nối bệnh nhân và bác sĩ từ xa
Công nghệ in mạch điện tử trên vải: khả năng ứng dụng thời trang thông minh,Mạch in trên vải tạo nền tảng cho đồ điện tử mặc được
Thu hồi CO2 từ khí thải công nghiệp: thí nghiệm thành công,Công nghệ thu CO2 tại nguồn giúp giảm phát thải nhà máy
Ứng dụng NLP cho tiếng Việt: mô hình nhỏ nhưng hiệu quả,Mô hình NLP tối ưu cho tiếng Việt đạt hiệu suất cao
Công nghệ sạc nhanh không dây cho xe điện: thử nghiệm thành công,Sạc không dây cho xe điện: giảm thời gian chờ sạc đáng kể
Nghiên cứu cảm biến khí thải micro giúp giám sát ô nhiễm,Cảm biến vi lượng khí thải cho mạng lưới giám sát môi trường
Ứng dụng thuật toán tối ưu cho logistics thời gian thực,Thuật toán tối ưu phân phối giúp tiết kiệm chi phí logistics
Máy quang phổ cầm tay hỗ trợ phân tích thực phẩm tại chợ,Quang phổ cầm tay giúp phát hiện tạp chất trong thực phẩm
Nâng cao hiệu suất pin Li-ion bằng chất phụ gia mới,Chất phụ gia mới kéo dài tuổi thọ pin Li-ion trong thử nghiệm
Phát triển chip quang tử cho truyền dẫn dữ liệu tốc độ cao,Chip quang tử đẩy nhanh truyền dữ liệu cho trung tâm dữ liệu
Ứng dụng cảm biến sinh thái trong nông nghiệp chính xác,Nông nghiệp chính xác: cảm biến theo dõi đất và cây trồng tự động
